Komentar,cleaning,Case_Folding,Tokennisasi,Normalisasi,Stopwords,Steaming,text_clean
Penjarakan jangan pandang uu dibawah umur.. gini gini dah bikin nyawa orang hampir hilang,Penjarakan jangan pandang uu dibawah umur gini gini dah bikin nyawa orang hampir hilang,penjarakan jangan pandang uu dibawah umur gini gini dah bikin nyawa orang hampir hilang,"['penjarakan', 'jangan', 'pandang', 'uu', 'dibawah', 'umur', 'gini', 'gini', 'dah', 'bikin', 'nyawa', 'orang', 'hampir', 'hilang']","['penjarakan', 'jangan', 'pandang', 'uu', 'dibawah', 'umur', 'gini', 'gini', 'udah', 'bikin', 'nyawa', 'orang', 'hampir', 'hilang']","['penjarakan', 'pandang', 'uu', 'dibawah', 'umur', 'gini', 'gini', 'udah', 'bikin', 'nyawa', 'orang', 'hilang']","['penjara', 'pandang', 'uu', 'bawah', 'umur', 'gin', 'gin', 'udah', 'bikin', 'nyawa', 'orang', 'hilang']",penjara pandang uu bawah umur gin gin udah bikin nyawa orang hilang
Katanya Karena Cewek ? Yang Benar Yg Mna ?,Katanya Karena Cewek Yang Benar Yg Mna,katanya karena cewek yang benar yg mna,"['katanya', 'karena', 'cewek', 'yang', 'benar', 'yg', 'mna']","['katanya', 'karena', 'cewek', 'yang', 'benar', 'yang', 'mna']","['cewek', 'mna']","['cewek', 'mna']",cewek mna
Kalo mau berantem adu nyali tuh di ring tinju bukan viral malu2in keluarga,Kalo mau berantem adu nyali tuh di ring tinju bukan viral maluin keluarga,kalo mau berantem adu nyali tuh di ring tinju bukan viral maluin keluarga,"['kalo', 'mau', 'berantem', 'adu', 'nyali', 'tuh', 'di', 'ring', 'tinju', 'bukan', 'viral', 'maluin', 'keluarga']","['kalau', 'mau', 'berantem', 'adu', 'nyali', 'tuh', 'di', 'ring', 'tinju', 'bukan', 'viral', 'maluin', 'keluarga']","['berantem', 'adu', 'nyali', 'tuh', 'ring', 'tinju', 'viral', 'maluin', 'keluarga']","['antem', 'adu', 'nyali', 'tuh', 'ring', 'tinju', 'viral', 'maluin', 'keluarga']",antem adu nyali tuh ring tinju viral maluin keluarga
"Katanya masalah cewek, yg bener alasannya yg mana ??",Katanya masalah cewek yg bener alasannya yg mana,katanya masalah cewek yg bener alasannya yg mana,"['katanya', 'masalah', 'cewek', 'yg', 'bener', 'alasannya', 'yg', 'mana']","['katanya', 'masalah', 'cewek', 'yang', 'bener', 'alasannya', 'yang', 'mana']","['cewek', 'bener', 'alasannya']","['cewek', 'bener', 'alas']",cewek bener alas
"Intinya pelaku dan korban sama bader, karena kalah dari ketua geng jadi korban kena bulan2 dan ketua.",Intinya pelaku dan korban sama bader karena kalah dari ketua geng jadi korban kena bulan dan ketua,intinya pelaku dan korban sama bader karena kalah dari ketua geng jadi korban kena bulan dan ketua,"['intinya', 'pelaku', 'dan', 'korban', 'sama', 'bader', 'karena', 'kalah', 'dari', 'ketua', 'geng', 'jadi', 'korban', 'kena', 'bulan', 'dan', 'ketua']","['intinya', 'pelaku', 'dan', 'korban', 'sama', 'bader', 'karena', 'kalah', 'dari', 'ketua', 'geng', 'jadi', 'korban', 'kena', 'bulan', 'dan', 'ketua']","['intinya', 'pelaku', 'korban', 'bader', 'kalah', 'ketua', 'geng', 'korban', 'kena', 'ketua']","['inti', 'laku', 'korban', 'bader', 'kalah', 'ketua', 'geng', 'korban', 'kena', 'ketua']",inti laku korban bader kalah ketua geng korban kena ketua
Infonya dia sering bermasalah makanya pindah sekolah smpai beberapa kali....dan prestasi dia adlh juara silat infonya,Infonya dia sering bermasalah makanya pindah sekolah smpai beberapa kali dan prestasi dia adlh juara silat infonya,infonya dia sering bermasalah makanya pindah sekolah smpai beberapa kali dan prestasi dia adlh juara silat infonya,"['infonya', 'dia', 'sering', 'bermasalah', 'makanya', 'pindah', 'sekolah', 'smpai', 'beberapa', 'kali', 'dan', 'prestasi', 'dia', 'adlh', 'juara', 'silat', 'infonya']","['infonya', 'dia', 'sering', 'bermasalah', 'makanya', 'pindah', 'sekolah', 'smpai', 'beberapa', 'kali', 'dan', 'prestasi', 'dia', 'adlh', 'juara', 'silat', 'infonya']","['infonya', 'bermasalah', 'pindah', 'sekolah', 'smpai', 'kali', 'prestasi', 'adlh', 'juara', 'silat', 'infonya']","['info', 'masalah', 'pindah', 'sekolah', 'smpai', 'kali', 'prestasi', 'adlh', 'juara', 'silat', 'info']",info masalah pindah sekolah smpai kali prestasi adlh juara silat info
Berprestasi? Kabarnya sudah berpindah-pindah sekolah 4 kali. Yang benar mana,Berprestasi Kabarnya sudah berpindah pindah sekolah kali Yang benar mana,berprestasi kabarnya sudah berpindah pindah sekolah kali yang benar mana,"['berprestasi', 'kabarnya', 'sudah', 'berpindah', 'pindah', 'sekolah', 'kali', 'yang', 'benar', 'mana']","['berprestasi', 'kabarnya', 'sudah', 'berpindah', 'pindah', 'sekolah', 'kali', 'yang', 'benar', 'mana']","['berprestasi', 'kabarnya', 'berpindah', 'pindah', 'sekolah', 'kali']","['prestasi', 'kabar', 'pindah', 'pindah', 'sekolah', 'kali']",prestasi kabar pindah pindah sekolah kali
"Apa org itu paham definisi  dari kata genk?  Ortunya cr duit pala buat kaki, anaknya disekolahin ga ada adab. Model begitu di bejek dulu aturan anaknya ğŸ˜®",Apa org itu paham definisi dari kata genk Ortunya cr duit pala buat kaki anaknya disekolahin ga ada adab Model begitu di bejek dulu aturan anaknya,apa org itu paham definisi dari kata genk ortunya cr duit pala buat kaki anaknya disekolahin ga ada adab model begitu di bejek dulu aturan anaknya,"['apa', 'org', 'itu', 'paham', 'definisi', 'dari', 'kata', 'genk', 'ortunya', 'cr', 'duit', 'pala', 'buat', 'kaki', 'anaknya', 'disekolahin', 'ga', 'ada', 'adab', 'model', 'begitu', 'di', 'bejek', 'dulu', 'aturan', 'anaknya']","['apa', 'orang', 'itu', 'paham', 'definisi', 'dari', 'kata', 'genk', 'ortunya', 'cr', 'duit', 'pala', 'buat', 'kaki', 'anaknya', 'disekolahin', 'enggak', 'ada', 'adab', 'model', 'begitu', 'di', 'bejek', 'dulu', 'aturan', 'anaknya']","['orang', 'paham', 'definisi', 'genk', 'ortunya', 'cr', 'duit', 'pala', 'kaki', 'anaknya', 'disekolahin', 'adab', 'model', 'bejek', 'aturan', 'anaknya']","['orang', 'paham', 'definisi', 'genk', 'ortunya', 'cr', 'duit', 'pala', 'kaki', 'anak', 'disekolahin', 'adab', 'model', 'bejek', 'atur', 'anak']",orang paham definisi genk ortunya cr duit pala kaki anak disekolahin adab model bejek atur anak
"Kmren masalahnya rebutan cewe, skrg catut geng, bsk apa lagi ya ğŸ˜‚ğŸ˜‚",Kmren masalahnya rebutan cewe skrg catut geng bsk apa lagi ya,kmren masalahnya rebutan cewe skrg catut geng bsk apa lagi ya,"['kmren', 'masalahnya', 'rebutan', 'cewe', 'skrg', 'catut', 'geng', 'bsk', 'apa', 'lagi', 'ya']","['kmren', 'masalahnya', 'rebutan', 'cewe', 'sekarang', 'catut', 'geng', 'bsk', 'apa', 'lagi', 'ya']","['kmren', 'rebutan', 'cewe', 'catut', 'geng', 'bsk', 'ya']","['kmren', 'rebut', 'cewe', 'catut', 'geng', 'bsk', 'ya']",kmren rebut cewe catut geng bsk ya
"Hapus undang undang anak di bawah umur, itu semakin membuat para bocil so jagoan",Hapus undang undang anak di bawah umur itu semakin membuat para bocil so jagoan,hapus undang undang anak di bawah umur itu semakin membuat para bocil so jagoan,"['hapus', 'undang', 'undang', 'anak', 'di', 'bawah', 'umur', 'itu', 'semakin', 'membuat', 'para', 'bocil', 'so', 'jagoan']","['hapus', 'undang', 'undang', 'anak', 'di', 'bawah', 'umur', 'itu', 'semakin', 'membuat', 'para', 'bocil', 'so', 'jagoan']","['hapus', 'undang', 'undang', 'anak', 'umur', 'bocil', 'so', 'jagoan']","['hapus', 'undang', 'undang', 'anak', 'umur', 'bocil', 'so', 'jago']",hapus undang undang anak umur bocil so jago
MaSIH Kecil So Jadi JAGOAN....inget orang Tua Lo SUSAH SEKOLAH lo..lo Malah BEGINI..INI akibat Perbuatan Lo...TANGKAP..MASUKIN PENJARA BIAR Jera,MaSIH Kecil So Jadi JAGOAN inget orang Tua Lo SUSAH SEKOLAH lo lo Malah BEGINI INI akibat Perbuatan Lo TANGKAP MASUKIN PENJARA BIAR Jera,masih kecil so jadi jagoan inget orang tua lo susah sekolah lo lo malah begini ini akibat perbuatan lo tangkap masukin penjara biar jera,"['masih', 'kecil', 'so', 'jadi', 'jagoan', 'inget', 'orang', 'tua', 'lo', 'susah', 'sekolah', 'lo', 'lo', 'malah', 'begini', 'ini', 'akibat', 'perbuatan', 'lo', 'tangkap', 'masukin', 'penjara', 'biar', 'jera']","['masih', 'kecil', 'so', 'jadi', 'jagoan', 'inget', 'orang', 'tua', 'kamu', 'susah', 'sekolah', 'kamu', 'kamu', 'malah', 'begini', 'ini', 'akibat', 'perbuatan', 'kamu', 'tangkap', 'masukin', 'penjara', 'biar', 'jera']","['so', 'jagoan', 'inget', 'orang', 'tua', 'susah', 'sekolah', 'akibat', 'perbuatan', 'tangkap', 'masukin', 'penjara', 'biar', 'jera']","['so', 'jago', 'inget', 'orang', 'tua', 'susah', 'sekolah', 'akibat', 'buat', 'tangkap', 'masukin', 'penjara', 'biar', 'jera']",so jago inget orang tua susah sekolah akibat buat tangkap masukin penjara biar jera
Apapun judulnya gk boleh bgitu.situ pelajar apa preman,Apapun judulnya gk boleh bgitu situ pelajar apa preman,apapun judulnya gk boleh bgitu situ pelajar apa preman,"['apapun', 'judulnya', 'gk', 'boleh', 'bgitu', 'situ', 'pelajar', 'apa', 'preman']","['apapun', 'judulnya', 'enggak', 'boleh', 'bgitu', 'situ', 'pelajar', 'apa', 'preman']","['apapun', 'judulnya', 'bgitu', 'situ', 'pelajar', 'preman']","['apa', 'judul', 'bgitu', 'situ', 'ajar', 'preman']",apa judul bgitu situ ajar preman
Masukin RSJ aja pelaku,Masukin RSJ aja pelaku,masukin rsj aja pelaku,"['masukin', 'rsj', 'aja', 'pelaku']","['masukin', 'rsj', 'aja', 'pelaku']","['masukin', 'rsj', 'aja', 'pelaku']","['masukin', 'rsj', 'aja', 'laku']",masukin rsj aja laku
Hadehhh apa menjamin kalau berprestasi itu baik2 saja Bu kepala sekolah????? Eeeee tp itu Prestasi dan Penghargaan apaan ya? Jgn2 prestasi gelut ya Bu KepSek??,Hadehh apa menjamin kalau berprestasi itu baik saja Bu kepala sekolah Eee tp itu Prestasi dan Penghargaan apaan ya Jgn prestasi gelut ya Bu KepSek,hadehh apa menjamin kalau berprestasi itu baik saja bu kepala sekolah eee tp itu prestasi dan penghargaan apaan ya jgn prestasi gelut ya bu kepsek,"['hadehh', 'apa', 'menjamin', 'kalau', 'berprestasi', 'itu', 'baik', 'saja', 'bu', 'kepala', 'sekolah', 'eee', 'tp', 'itu', 'prestasi', 'dan', 'penghargaan', 'apaan', 'ya', 'jgn', 'prestasi', 'gelut', 'ya', 'bu', 'kepsek']","['hadehh', 'apa', 'menjamin', 'kalau', 'berprestasi', 'itu', 'baik', 'saja', 'bu', 'kepala', 'sekolah', 'eee', 'tapi', 'itu', 'prestasi', 'dan', 'penghargaan', 'apaan', 'ya', 'jangan', 'prestasi', 'gelut', 'ya', 'bu', 'kepsek']","['hadehh', 'menjamin', 'berprestasi', 'bu', 'kepala', 'sekolah', 'eee', 'prestasi', 'penghargaan', 'ya', 'prestasi', 'gelut', 'ya', 'bu', 'kepsek']","['hadehh', 'jamin', 'prestasi', 'bu', 'kepala', 'sekolah', 'eee', 'prestasi', 'harga', 'ya', 'prestasi', 'gelut', 'ya', 'bu', 'kepsek']",hadehh jamin prestasi bu kepala sekolah eee prestasi harga ya prestasi gelut ya bu kepsek
Katanya urusan cewek,Katanya urusan cewek,katanya urusan cewek,"['katanya', 'urusan', 'cewek']","['katanya', 'urusan', 'cewek']","['urusan', 'cewek']","['urus', 'cewek']",urus cewek
Waaaah pelaku banyak prestasi ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚,Waah pelaku banyak prestasi,waah pelaku banyak prestasi,"['waah', 'pelaku', 'banyak', 'prestasi']","['waah', 'pelaku', 'banyak', 'prestasi']","['waah', 'pelaku', 'prestasi']","['waah', 'laku', 'prestasi']",waah laku prestasi
Terbukti lah video nya aja viral di manaÂ² ada...ğŸ˜®,Terbukti lah video nya aja viral di mana ada,terbukti lah video nya aja viral di mana ada,"['terbukti', 'lah', 'video', 'nya', 'aja', 'viral', 'di', 'mana', 'ada']","['terbukti', 'lah', 'video', 'nya', 'aja', 'viral', 'di', 'mana', 'ada']","['terbukti', 'video', 'nya', 'aja', 'viral']","['bukti', 'video', 'nya', 'aja', 'viral']",bukti video nya aja viral
Udah biarin ada bagus nya juga sebentar di penjara nya. Pas keluar neraka sesungguhnya menanti,Udah biarin ada bagus nya juga sebentar di penjara nya Pas keluar neraka sesungguhnya menanti,udah biarin ada bagus nya juga sebentar di penjara nya pas keluar neraka sesungguhnya menanti,"['udah', 'biarin', 'ada', 'bagus', 'nya', 'juga', 'sebentar', 'di', 'penjara', 'nya', 'pas', 'keluar', 'neraka', 'sesungguhnya', 'menanti']","['udah', 'biarin', 'ada', 'bagus', 'nya', 'juga', 'sebentar', 'di', 'penjara', 'nya', 'pas', 'keluar', 'neraka', 'sesungguhnya', 'menanti']","['udah', 'biarin', 'bagus', 'nya', 'sebentar', 'penjara', 'nya', 'pas', 'neraka', 'sesungguhnya']","['udah', 'biarin', 'bagus', 'nya', 'sebentar', 'penjara', 'nya', 'pas', 'neraka', 'sungguh']",udah biarin bagus nya sebentar penjara nya pas neraka sungguh
Mantapzzz.,Mantapzz,mantapzz,['mantapzz'],['mantapzz'],['mantapzz'],['mantapzz'],mantapzz
Mksutnya gimna ini kok geng2an ...,Mksutnya gimna ini kok gengan,mksutnya gimna ini kok gengan,"['mksutnya', 'gimna', 'ini', 'kok', 'gengan']","['mksutnya', 'gimna', 'ini', 'kok', 'gengan']","['mksutnya', 'gimna', 'gengan']","['mksutnya', 'gimna', 'geng']",mksutnya gimna geng
Berpresrasi sekali itu anak membuat sekolahnya terkenal,Berpresrasi sekali itu anak membuat sekolahnya terkenal,berpresrasi sekali itu anak membuat sekolahnya terkenal,"['berpresrasi', 'sekali', 'itu', 'anak', 'membuat', 'sekolahnya', 'terkenal']","['berpresrasi', 'sekali', 'itu', 'anak', 'membuat', 'sekolahnya', 'terkenal']","['berpresrasi', 'anak', 'sekolahnya', 'terkenal']","['berpresrasi', 'anak', 'sekolah', 'kenal']",berpresrasi anak sekolah kenal
Masih SMP geng gengan.. Besar jadi bajingn,Masih SMP geng gengan Besar jadi bajingn,masih smp geng gengan besar jadi bajingn,"['masih', 'smp', 'geng', 'gengan', 'besar', 'jadi', 'bajingn']","['masih', 'smp', 'geng', 'gengan', 'besar', 'jadi', 'bajingn']","['smp', 'geng', 'gengan', 'bajingn']","['smp', 'geng', 'geng', 'bajingn']",smp geng geng bajingn
"Intinya berantaslah sikat habis perilaku premanisme, dari yang masih bocah sampe yg udah bangkotan.",Intinya berantaslah sikat habis perilaku premanisme dari yang masih bocah sampe yg udah bangkotan,intinya berantaslah sikat habis perilaku premanisme dari yang masih bocah sampe yg udah bangkotan,"['intinya', 'berantaslah', 'sikat', 'habis', 'perilaku', 'premanisme', 'dari', 'yang', 'masih', 'bocah', 'sampe', 'yg', 'udah', 'bangkotan']","['intinya', 'berantaslah', 'sikat', 'habis', 'perilaku', 'premanisme', 'dari', 'yang', 'masih', 'bocah', 'sampe', 'yang', 'udah', 'bangkotan']","['intinya', 'berantaslah', 'sikat', 'habis', 'perilaku', 'premanisme', 'bocah', 'sampe', 'udah', 'bangkotan']","['inti', 'rantas', 'sikat', 'habis', 'perilaku', 'preman', 'bocah', 'sampe', 'udah', 'bangkot']",inti rantas sikat habis perilaku preman bocah sampe udah bangkot
Di sebelah katanya garaÂ²cwek,Di sebelah katanya gara cwek,di sebelah katanya gara cwek,"['di', 'sebelah', 'katanya', 'gara', 'cwek']","['di', 'sebelah', 'katanya', 'gara', 'cwek']","['sebelah', 'gara', 'cwek']","['belah', 'gara', 'cwek']",belah gara cwek
Berprestasi dengan segala ketololannya . .,Berprestasi dengan segala ketololannya,berprestasi dengan segala ketololannya,"['berprestasi', 'dengan', 'segala', 'ketololannya']","['berprestasi', 'dengan', 'segala', 'ketololannya']","['berprestasi', 'ketololannya']","['prestasi', 'tolol']",prestasi tolol
"Masa depan yg suram, dari muka nya aja udah nampak",Masa depan yg suram dari muka nya aja udah nampak,masa depan yg suram dari muka nya aja udah nampak,"['masa', 'depan', 'yg', 'suram', 'dari', 'muka', 'nya', 'aja', 'udah', 'nampak']","['masa', 'depan', 'yang', 'suram', 'dari', 'muka', 'nya', 'aja', 'udah', 'nampak']","['suram', 'muka', 'nya', 'aja', 'udah', 'nampak']","['suram', 'muka', 'nya', 'aja', 'udah', 'nampak']",suram muka nya aja udah nampak
Please penjarain pakğŸ‘ğŸ‘ğŸ‘,Please penjarain pak,please penjarain pak,"['please', 'penjarain', 'pak']","['please', 'penjarain', 'pak']","['please', 'penjarain']","['please', 'penjarain']",please penjarain
Gari arep ujian wae kakehan polah le tole,Gari arep ujian wae kakehan polah le tole,gari arep ujian wae kakehan polah le tole,"['gari', 'arep', 'ujian', 'wae', 'kakehan', 'polah', 'le', 'tole']","['gari', 'arep', 'ujian', 'wae', 'kakehan', 'polah', 'le', 'tole']","['gari', 'arep', 'ujian', 'wae', 'kakehan', 'polah', 'le', 'tole']","['gari', 'arep', 'uji', 'wae', 'kakehan', 'polah', 'le', 'tole']",gari arep uji wae kakehan polah le tole
Wow ada geng di sekolah tsb,Wow ada geng di sekolah tsb,wow ada geng di sekolah tsb,"['wow', 'ada', 'geng', 'di', 'sekolah', 'tsb']","['wow', 'ada', 'geng', 'di', 'sekolah', 'tsb']","['wow', 'geng', 'sekolah', 'tsb']","['wow', 'geng', 'sekolah', 'tsb']",wow geng sekolah tsb
Dek kalo merasa sok jagoan mending lawan KKB aja....,Dek kalo merasa sok jagoan mending lawan KKB aja,dek kalo merasa sok jagoan mending lawan kkb aja,"['dek', 'kalo', 'merasa', 'sok', 'jagoan', 'mending', 'lawan', 'kkb', 'aja']","['dek', 'kalau', 'merasa', 'sok', 'jagoan', 'mending', 'lawan', 'kkb', 'aja']","['dek', 'sok', 'jagoan', 'mending', 'lawan', 'kkb', 'aja']","['dek', 'sok', 'jago', 'mending', 'lawan', 'kkb', 'aja']",dek sok jago mending lawan kkb aja
"Cuma 2 yg tersangka? Kayaknya banyak yg ngerumuni, neriakin sama nyemangatin.  Trus yg memvideokan serta menyebarkan videonya, gak ditahan?",Cuma yg tersangka Kayaknya banyak yg ngerumuni neriakin sama nyemangatin Trus yg memvideokan serta menyebarkan videonya gak ditahan,cuma yg tersangka kayaknya banyak yg ngerumuni neriakin sama nyemangatin trus yg memvideokan serta menyebarkan videonya gak ditahan,"['cuma', 'yg', 'tersangka', 'kayaknya', 'banyak', 'yg', 'ngerumuni', 'neriakin', 'sama', 'nyemangatin', 'trus', 'yg', 'memvideokan', 'serta', 'menyebarkan', 'videonya', 'gak', 'ditahan']","['cuma', 'yang', 'tersangka', 'kayaknya', 'banyak', 'yang', 'ngerumuni', 'neriakin', 'sama', 'nyemangatin', 'terus', 'yang', 'memvideokan', 'serta', 'menyebarkan', 'videonya', 'enggak', 'ditahan']","['tersangka', 'kayaknya', 'ngerumuni', 'neriakin', 'nyemangatin', 'memvideokan', 'menyebarkan', 'videonya', 'ditahan']","['sangka', 'kayak', 'ngerumuni', 'neriakin', 'nyemangatin', 'video', 'sebar', 'video', 'tahan']",sangka kayak ngerumuni neriakin nyemangatin video sebar video tahan
Ehm masih kecil sudah jadi penjahat.gimana besarnya..,Ehm masih kecil sudah jadi penjahat gimana besarnya,ehm masih kecil sudah jadi penjahat gimana besarnya,"['ehm', 'masih', 'kecil', 'sudah', 'jadi', 'penjahat', 'gimana', 'besarnya']","['ehm', 'masih', 'kecil', 'sudah', 'jadi', 'penjahat', 'gimana', 'besarnya']","['ehm', 'penjahat', 'gimana', 'besarnya']","['ehm', 'jahat', 'gimana', 'besar']",ehm jahat gimana besar
"Waktu sekolah SMP gw pernah di bully dia ngajakin DUEL, tapi pas DUEL dia yg bonyokğŸ˜‚",Waktu sekolah SMP gw pernah di bully dia ngajakin DUEL tapi pas DUEL dia yg bonyok,waktu sekolah smp gw pernah di bully dia ngajakin duel tapi pas duel dia yg bonyok,"['waktu', 'sekolah', 'smp', 'gw', 'pernah', 'di', 'bully', 'dia', 'ngajakin', 'duel', 'tapi', 'pas', 'duel', 'dia', 'yg', 'bonyok']","['waktu', 'sekolah', 'smp', 'aku', 'pernah', 'di', 'bully', 'dia', 'ngajakin', 'duel', 'tapi', 'pas', 'duel', 'dia', 'yang', 'bonyok']","['sekolah', 'smp', 'bully', 'ngajakin', 'duel', 'pas', 'duel', 'bonyok']","['sekolah', 'smp', 'bully', 'ngajakin', 'duel', 'pas', 'duel', 'bonyok']",sekolah smp bully ngajakin duel pas duel bonyok
SMP udah jadi mafia/genk,SMP udah jadi mafia genk,smp udah jadi mafia genk,"['smp', 'udah', 'jadi', 'mafia', 'genk']","['smp', 'udah', 'jadi', 'mafia', 'genk']","['smp', 'udah', 'mafia', 'genk']","['smp', 'udah', 'mafia', 'genk']",smp udah mafia genk
Brengsek gawe isin wong Cilacap bae,Brengsek gawe isin wong Cilacap bae,brengsek gawe isin wong cilacap bae,"['brengsek', 'gawe', 'isin', 'wong', 'cilacap', 'bae']","['brengsek', 'gawe', 'isin', 'wong', 'cilacap', 'bae']","['brengsek', 'gawe', 'isin', 'cilacap', 'bae']","['brengsek', 'gawe', 'isin', 'cilacap', 'bae']",brengsek gawe isin cilacap bae
"Tetep aja geng gengan dilarang woi, berbaur dong harusnya,.",Tetep aja geng gengan dilarang woi berbaur dong harusnya,tetep aja geng gengan dilarang woi berbaur dong harusnya,"['tetep', 'aja', 'geng', 'gengan', 'dilarang', 'woi', 'berbaur', 'dong', 'harusnya']","['tetep', 'aja', 'geng', 'gengan', 'dilarang', 'woi', 'berbaur', 'dong', 'harusnya']","['tetep', 'aja', 'geng', 'gengan', 'dilarang', 'woi', 'berbaur']","['tetep', 'aja', 'geng', 'geng', 'larang', 'woi', 'baur']",tetep aja geng geng larang woi baur
Tidak ada rasa belas kasihan si pelaku ini.,Tidak ada rasa belas kasihan si pelaku ini,tidak ada rasa belas kasihan si pelaku ini,"['tidak', 'ada', 'rasa', 'belas', 'kasihan', 'si', 'pelaku', 'ini']","['tidak', 'ada', 'rasa', 'belas', 'kasihan', 'si', 'pelaku', 'ini']","['belas', 'kasihan', 'si', 'pelaku']","['belas', 'kasihan', 'si', 'laku']",belas kasihan si laku
"Kmarin katanya karena cewek ,yg bnr yg mana",Kmarin katanya karena cewek yg bnr yg mana,kmarin katanya karena cewek yg bnr yg mana,"['kmarin', 'katanya', 'karena', 'cewek', 'yg', 'bnr', 'yg', 'mana']","['kmarin', 'katanya', 'karena', 'cewek', 'yang', 'bnr', 'yang', 'mana']","['kmarin', 'cewek', 'bnr']","['kmarin', 'cewek', 'bnr']",kmarin cewek bnr
persetan dengan perundang2an dibawah umur,persetan dengan perundangan dibawah umur,persetan dengan perundangan dibawah umur,"['persetan', 'dengan', 'perundangan', 'dibawah', 'umur']","['persetan', 'dengan', 'perundangan', 'dibawah', 'umur']","['persetan', 'perundangan', 'dibawah', 'umur']","['persetan', 'undang', 'bawah', 'umur']",persetan undang bawah umur
menunggu berita ketegasan dari pihak sekolah!!,menunggu berita ketegasan dari pihak sekolah,menunggu berita ketegasan dari pihak sekolah,"['menunggu', 'berita', 'ketegasan', 'dari', 'pihak', 'sekolah']","['menunggu', 'berita', 'ketegasan', 'dari', 'pihak', 'sekolah']","['menunggu', 'berita', 'ketegasan', 'sekolah']","['tunggu', 'berita', 'tegas', 'sekolah']",tunggu berita tegas sekolah
